"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"R01HL068057","NCT00107744","Clinical Trial of Protein and Blood Pressure","COMPLETED",
"R37DK039177","NCT00108784","Factors Affecting Caloric Regulation in Human Feeding","COMPLETED",
"U01AI068636","NCT00108862","Immediate Versus Deferred Start of Anti-HIV Therapy in HIV-Infected Adults Being Treated for Tuberculosis","COMPLETED",
"R01DK060692","NCT00108901","The Medical College of Georgia PLAY Project: Exercise Dose and Insulin Sensitivity in Obese Children","COMPLETED",
"R01DK070922","NCT00108901","The Medical College of Georgia PLAY Project: Exercise Dose and Insulin Sensitivity in Obese Children","COMPLETED",
"R01NS039987","NCT00108940","Siblings With Ischemic Stroke Study","COMPLETED",
"M01RR000750","NCT00109525","Early Diagnosis of Candidiasis in Premature Infants","COMPLETED",
"U10HD021364","NCT00109525","Early Diagnosis of Candidiasis in Premature Infants","COMPLETED",
"U10HD021397","NCT00109525","Early Diagnosis of Candidiasis in Premature Infants","COMPLETED",
"U10HD040492","NCT00109525","Early Diagnosis of Candidiasis in Premature Infants","COMPLETED",
"U10HD040498","NCT00109525","Early Diagnosis of Candidiasis in Premature Infants","COMPLETED",
"U10HD053089","NCT00109525","Early Diagnosis of Candidiasis in Premature Infants","COMPLETED",
"P30CA014520","NCT00109863","Hu14.18-Interleukin-2 Fusion Protein in Treating Patients With Advanced Melanoma","COMPLETED",
"U10CA021115","NCT00110019","Carboplatin and Paclitaxel With or Without Sorafenib Tosylate in Treating Patients With Stage III or Stage IV Melanoma That Cannot Be Removed by Surgery","COMPLETED",
"U10CA180820","NCT00110019","Carboplatin and Paclitaxel With or Without Sorafenib Tosylate in Treating Patients With Stage III or Stage IV Melanoma That Cannot Be Removed by Surgery","COMPLETED",
"U10CA081851","NCT00110136","St. John's Wort in Relieving Hot Flashes in Postmenopausal Women With Non-Metastatic Breast Cancer","TERMINATED",
"R01AT002454","NCT00110227","Tai Chi Mind-Body Therapy for Chronic Heart Failure","COMPLETED",
"U01AI054334","NCT00110578","Safety and Effectiveness of Immunotherapy With Autologous HIV-Specific CD8 Cells in HIV Infected Adults","COMPLETED",
"R01DK049302","NCT00111358","Study of Lifestyle Modification in HIV Lipodystrophy","COMPLETED",
"R21HS014854","NCT00112268","Quitlink : A Leveraging Solution to Tobacco Counseling","COMPLETED",
"P30CA016058","NCT00112684","Alvocidib in Treating Patients With Locally Advanced or Metastatic Solid Tumors","TERMINATED",
"U01CA076576","NCT00112723","Flavopiridol in Treating Patients With Relapsed or Refractory Lymphoma or Multiple Myeloma","TERMINATED",
"R01HL075442","NCT00113061","Effect of Exercise on Elevated C-reactive Protein Concentrations in Formerly Inactive Adults","COMPLETED",
"U01DK060083","NCT00113503","Imuran Dosing in Crohn's Disease Study","TERMINATED",
"R01HL073233","NCT00113685","Hypertonic Saline With Dextran for Treating Hypovolemic Shock and Severe Brain Injury","COMPLETED",
"U01HL068290","NCT00113698","Angiotensin Converting Enzyme Inhibition in Children With Mitral Regurgitation","TERMINATED",
"R01HL059348","NCT00113737","Fluoxetine as a Quit Smoking AID for Depression Prone","COMPLETED",
"U10CA021661","NCT00114179","Capecitabine, Bevacizumab, and Radiation Therapy Followed By Gemcitabine and Bevacizumab in Treating Patients With Locally Advanced Pancreatic Cancer That Cannot Be Removed By Surgery","COMPLETED",
"U10CA180821","NCT00114231","Capecitabine, Oxaliplatin, and Radiation Therapy in Treating Patients Who Are Undergoing Surgery for Stage I Rectal Cancer","COMPLETED",
"R01AG013860","NCT00114387","VEAPS: Vitamin E Atherosclerosis Prevention Study","COMPLETED",
"M01RR016587","NCT00114543","Trial of Aggressive Versus Conservative Phototherapy in Infants <1,000 Grams Birth Weight","COMPLETED",
"U10HD040492","NCT00114543","Trial of Aggressive Versus Conservative Phototherapy in Infants <1,000 Grams Birth Weight","COMPLETED",
"U10HD040689","NCT00114543","Trial of Aggressive Versus Conservative Phototherapy in Infants <1,000 Grams Birth Weight","COMPLETED",
"R01HL076269","NCT00114998","CV Disease in Adolescents With Type 2 Diabetes","COMPLETED",
"R01HL073932","NCT00115323","Comparison of Two Medication Adherence Strategies to Improve Asthma Treatment Adherence","COMPLETED",
"U54HL070588","NCT00115336","Ketorolac Versus Ibuprofen to Treat Painful Episodes of Sickle Cell Disease","TERMINATED",
"P01HL048743","NCT00115583","The Contribution of Endothelin to Vasomotor Function in Diseased Coronary Arteries","COMPLETED",
"U01HL068279","NCT00115934","Comparison of Two Types of Shunts in Infants With Single Ventricle Defect Undergoing Staged Reconstruction--Pediatric Heart Network","COMPLETED",
"U01HL068285","NCT00115934","Comparison of Two Types of Shunts in Infants With Single Ventricle Defect Undergoing Staged Reconstruction--Pediatric Heart Network","COMPLETED",
"U10CA031946","NCT00117975","Rituximab and Galiximab in Treating Patients With Stage II, Stage III, or Stage IV Non-Hodgkin's Lymphoma","COMPLETED",
"P30CA043703","NCT00118222","High Light and Low Light Dose PDT in Glioma","COMPLETED",
"P30CA014236","NCT00118235","Cisplatin, Irinotecan, and Bevacizumab, in Treating Patients With Small Cell Lung Cancer","COMPLETED",
"P30CA015083","NCT00118248","Tanespimycin in Treating Patients With Inoperable Locoregionally Advanced or Metastatic Thyroid Cancer","COMPLETED",
"P30CA015704","NCT00118352","Alemtuzumab, Fludarabine Phosphate, and Total-Body Irradiation Followed by Cyclosporine and Mycophenolate Mofetil in Treating Patients Who Are Undergoing Donor Stem Cell Transplant for Hematologic Cancer","COMPLETED",
"R01MH072383","NCT00118378","Effectiveness of Modafinil for Treating Fatigue in Adults With HIV/AIDS","COMPLETED",
"P30CA072720","NCT00119314","Gemcitabine, Docetaxel, and Capecitabine in Treating Patients With Cancer of Unknown Primary Origin","WITHDRAWN",
"P30CA015704","NCT00119366","Iodine I 131 Monoclonal Antibody BC8, Fludarabine Phosphate, Total Body Irradiation, and Donor Stem Cell Transplant Followed by Cyclosporine and Mycophenolate Mofetil in Treating Patients With Advanced Acute Myeloid Leukemia or Myelodysplastic Syndrome","COMPLETED",
"R01AI060484","NCT00119379","Effectiveness of Nucleoside Supplementation or Switch to Tenofovir in Reversing Fat Loss in HIV Infected Adults","COMPLETED",
"R01HL072906","NCT00119847","Electrophysiological Effects of Late PCI After MI","COMPLETED",
"U01HL081649","NCT00120289","Niacin Plus Statin to Prevent Vascular Events","TERMINATED",
"P30CA006973","NCT00121173","Vaccine Therapy in Preventing Cervical Cancer in Patients With Cervical Intraepithelial Neoplasia","COMPLETED",
"R21CA105696","NCT00121173","Vaccine Therapy in Preventing Cervical Cancer in Patients With Cervical Intraepithelial Neoplasia","COMPLETED",
"U10CA032102","NCT00121199","Combination Chemo, Rituximab, and Bevacizumab in Older Patients With Stage II-IV Diffuse Large B-Cell Lymphoma","COMPLETED",
"P30CA091842","NCT00121212","Positron Emission Tomography in Prostate Cancer","COMPLETED",
"P30CA013330","NCT00121251","Sorafenib, Gemcitabine, and Capecitabine in Treating Patients With Unresectable and/or Metastatic Kidney Cancer","COMPLETED",
"U01CA062487","NCT00121264","17-AAG and Sorafenib in Treating Patients With Unresectable or Metastatic Solid Tumors","COMPLETED",
"P30CA068485","NCT00121290","SJG-136 in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed By Surgery","COMPLETED",
"P30DK040561","NCT00121706","Fast Food Feeding in Youth","COMPLETED",
"R03HS018256","NCT00121940","Guided Care: Integrating High Tech and High Touch","COMPLETED",
"R01HL077234","NCT00123006","Effectiveness of the DASH Diet at Reducing High Blood Pressure","COMPLETED",
"R01HL079505","NCT00123019","Work, Weight, and Wellness Program: The 3W Program","COMPLETED",
"R01HL069403","NCT00123045","Patient-Physician Partnership to Improve High Blood Pressure Adherence","COMPLETED",
"U01HL068290","NCT00123071","Variability of Ventricular Mass, Volume, & Ejection Fraction in Pediatric Cardiomyopathy Patients-Pediatric Heart Network","COMPLETED",
"U01HL068292","NCT00123071","Variability of Ventricular Mass, Volume, & Ejection Fraction in Pediatric Cardiomyopathy Patients-Pediatric Heart Network","COMPLETED",
"U01AI063565","NCT00125502","Recombinant CMV gB Vaccine in Postpartum Women","COMPLETED",
"P30CA014599","NCT00126542","Bevacizumab and Erlotinib in Treating Patients With Recurrent or Metastatic Ovarian Epithelial, Fallopian Tube, or Primary Peritoneal Cavity Cancer","COMPLETED",
"U10CA180821","NCT00126581","Erlotinib Hydrochloride With or Without Carboplatin and Paclitaxel in Treating Patients With Stage III-IV Non-small Cell Lung Cancer","COMPLETED",
"P30CA006516","NCT00126672","RAPAMYCIN FOR KIDNEY ANGIOMYOLIPOMAS","COMPLETED",
"R01AA014500","NCT00127231","Brief Therapy Intervention for Heavy/Hazardous Drinking in HIV-Positive Women","COMPLETED",
"R01HL076200","NCT00127452","Alpha Omega Trial: Study of Omega-3 Fatty Acids and Coronary Mortality","COMPLETED",
"R01MH066347","NCT00127673","Comparison of Two Treatments for Post-Traumatic Stress Disorder","COMPLETED",
"R01AT002105","NCT00128128","Cranberry Juice for the Prevention of Recurrent Urinary Tract Infections","COMPLETED",
"R01DP000100","NCT00128375","Financial Incentives for Smoking Cessation","COMPLETED",
"R01HL070781","NCT00128687","Improving Coronary Prevention in a County Health System","COMPLETED",
"U01HL072289","NCT00128713","Optimal Platelet Dose Strategy for Management of Thrombocytopenia","COMPLETED",
"U01HL072290","NCT00128713","Optimal Platelet Dose Strategy for Management of Thrombocytopenia","COMPLETED",
"U01HL072305","NCT00128713","Optimal Platelet Dose Strategy for Management of Thrombocytopenia","COMPLETED",
"U01HL072331","NCT00128713","Optimal Platelet Dose Strategy for Management of Thrombocytopenia","COMPLETED",
"U01HL072346","NCT00128713","Optimal Platelet Dose Strategy for Management of Thrombocytopenia","COMPLETED",
"R01HD043332","NCT00128726","The Effects of Continuous Administration of a Monophasic Oral Contraceptive on Bleeding Days and Endometrial and Ovarian Function","COMPLETED",
"R01DA015757","NCT00129311","Usefulness of Selegiline as an Aid to Quit Smoking - 1","COMPLETED",
"R01ES014575","NCT00129324","HOME Study (Health Outcomes and Measures of the Environment Study)","COMPLETED",
"R01ES020349","NCT00129324","HOME Study (Health Outcomes and Measures of the Environment Study)","COMPLETED",
"R34HD048526","NCT00130117","Study of Leptin for the Treatment of Hypothalamic Amenorrhea","COMPLETED",
"R01AG021010","NCT00131105","The TLC2 (Teaching Healthy Lifestyles to Caregivers 2)/CALM (Counseling Advice for Lifestyle Management) Study","COMPLETED",
"R21AT002297","NCT00131885","Effects of St. John's Wort on the Oral Contraceptive Hormone Levonorgestrel","COMPLETED",
"R01AA013824","NCT00132262","Brief Intervention to Reduce Injury in Minorities","COMPLETED",
"U01HL077221","NCT00132743","Claudication: Exercise Versus Endoluminal Revascularization (CLEVER)","UNKNOWN STATUS",
"U01HL081656","NCT00132743","Claudication: Exercise Versus Endoluminal Revascularization (CLEVER)","UNKNOWN STATUS",
"P20MD000537","NCT00134615","Testing the Right Question Project (RQP) Health Education Strategy in a Mental Health Setting","COMPLETED",
"U10HD027915","NCT00135707","Combined Antioxidant and Preeclampsia Prediction Studies (CAPPS)","COMPLETED",
"U10HD040544","NCT00135707","Combined Antioxidant and Preeclampsia Prediction Studies (CAPPS)","COMPLETED",
"U01DK062444","NCT00135798","Pre-Transplant Treatment to Prevent Recurrence of Hepatitis C After Liver Transplantation","COMPLETED",
"U10HD021410","NCT00135902","Omega-3 Fatty Acid Supplementation to Prevent Preterm Birth in High Risk Pregnancies","COMPLETED",
"U10HD027860","NCT00135902","Omega-3 Fatty Acid Supplementation to Prevent Preterm Birth in High Risk Pregnancies","COMPLETED",
"U10HD027917","NCT00135902","Omega-3 Fatty Acid Supplementation to Prevent Preterm Birth in High Risk Pregnancies","COMPLETED",
"R01DA011755","NCT00136734","Methylphenidate Treatment for Cocaine Abuse and ADHD - 1","COMPLETED",
"K23DA018691","NCT00136812","Treating Tobacco Dependence in Inpatient Psychiatry - 1","COMPLETED",
"R01AI041050","NCT00138294","Control of Epidemic Influenza Through a School-based Influenza Vaccination Program","COMPLETED",
"R01HL078585","NCT00139490","Home-Based Program to Treat High Blood Pressure in African Americans","COMPLETED",
"P01AT002620","NCT00142610","The Role of Vitamins E and C in Maintaining Lung Health in People With Asthma","COMPLETED",
"P50DA012756","NCT00142818","Modafinil and Naltrexone to Reduce Cocaine and Alcohol Dependence","COMPLETED",
"P50DA018197","NCT00142883","The Effects of GABA Enhancing Medications on Individuals Addicted to Cocaine - 3","TERMINATED",
"R01DA019233","NCT00142961","Atomoxetine for Treating Marijuana-Abusing Adolescents Who Have Attention Deficit Hyperactivity Disorder","COMPLETED",
"R01AT001103","NCT00143936","The Safety and Efficacy of Low and High Carbohydrate Diets","COMPLETED",
"R01HD044111","NCT00147433","The Effect of Thyroid Hormone Levels in Pregnant Women on the Intelligence Quotient (IQ) of Their Children","UNKNOWN STATUS",
"R01HD043323","NCT00147446","Stress Management for Patients With Multiple Sclerosis","COMPLETED",
"R01DA016764","NCT00148031","Improving Hepatitis C Treatment in Injection Drug Users","COMPLETED",
"P01DK013083","NCT00148174","Predictors and Intervention for Noncompliance","COMPLETED",
"R01HL072919","NCT00149500","Social Support and Education in Asthma Follow-up (SSEA)","COMPLETED",
"R01DA019142","NCT00149643","Effectiveness of Fluoxetine in Young People for the Treatment of Major Depression and Marijuana Dependence","COMPLETED",
"R01MH058853","NCT00149747","The Effectiveness of Regular Exercise on Improving Sleep in Older Adults","COMPLETED",
"R21MH066131","NCT00149825","Combining Antidepressant Medication and Psychotherapy for Insomnia to Improve Depression Outcome","COMPLETED",
"R01MH069887","NCT00149838","Magnetic Brain Stimulation for the Treatment of Adult Depression","COMPLETED",
"R01DA017482","NCT00150098","Project UNITY - HIV Risk Reduction and Vaccine Education Interventions","COMPLETED",
"U01HL064924","NCT00150826","QWISE - Study of Quinapril in Women With Chest Pain, Coronary Flow Reserve Limitations and Evidence of Myocardial Ischemia","COMPLETED",
"K23AG019663","NCT00158119","A Comparison of Weighted Vest Exercise and Strength Training","COMPLETED",
"R01DA016759","NCT00158184","Prescription Opioid Effects in Abusers Versus Non-Abusers","COMPLETED",
"R01DA017407","NCT00158197","Long-term Behavior Change - 1","COMPLETED",
"R34MH070642","NCT00158275","Combined Interventions for Treating Depression and Chronic Back Pain","COMPLETED",
"R34MH072737","NCT00158301","Cognitive Behavioral Therapy for Depression Relapse Prevention in Children and Adolescents","COMPLETED",
"R01HL075263","NCT00158639","Electronic Communications and Home Blood Pressure Monitoring","COMPLETED",
"P30CA072720","NCT00161213","Gemcitabine and Imatinib Mesylate as First-Line Therapy in Patients With Locally Adv. or Metastatic Pancreatic Cancer","COMPLETED",
"P01AI030731","NCT00161434","A Study of Valacyclovir to Suppress HSV and HIV Shedding in Coinfected Persons","COMPLETED",
"R21CA107157","NCT00161460","Colorectal Cancer Screening Intervention in UWPN Clinics","COMPLETED",
"R01AG018644","NCT00161473","Alzheimer's in Long-Term Care--Treatment for Agitation","COMPLETED",
"U49CE000348","NCT00164593","Youth Empowerment Solutions for Peaceful Communities","COMPLETED",
"R01HL065523","NCT00166114","Depression, Epinephrine, and Platelet Function","COMPLETED",
"R01HL079115","NCT00166166","Endothelial Hyperpolarization in Humans","TERMINATED",
"U01HD044417","NCT00166569","The Genetics of Polycystic Ovarian Syndrome","RECRUITING",
"R01AA014657","NCT00167245","Topiramate for Alcohol and Cocaine Dependence","COMPLETED",
"R01MH060902","NCT00167362","Cognitive Enhancement Therapy for Early-Stage Schizophrenia","COMPLETED",
"U19AI067733","NCT00167427","Genotoxicity Assessment for Patients Undergoing Radiation Treatment","RECRUITING",
"K23MH067795","NCT00167934","Determining Metabolic Effects of Valproate and Antipsychotic Therapy","COMPLETED",
"R01MH049891","NCT00169065","Effectiveness of Clozapine Versus Olanzapine for Treatment-resistant Schizophrenia","COMPLETED",
"P30CA072720","NCT00176488","Epirubicin and Vinorelbine in Treating Patients With Stage II, Stage III, or Stage IV Breast Cancer","TERMINATED",
"R01MH037869","NCT00177294","Augmenting Antidepressant Treatment With Interpersonal Psychotherapy for Treating Late-life Depression","COMPLETED",
"R01DK051081","NCT00177411","'PTHrP(1-36) IV Dose Escalation Study'","WITHDRAWN",
"R01MH037869","NCT00178035","Sleep Deprivation Plus Paroxetine for Treating Major Depression in Elderly Individuals","COMPLETED",
"R01MH037869","NCT00178074","The Effects of Sleep Deprivation on Antidepressant Response","COMPLETED",
"R01CA084950","NCT00178113","A Pilot Study of Lycopene Supplementation in Prostatic Intraepithelial Neoplasia","COMPLETED",
"M01RR002558","NCT00178581","Enteral Glutamine Supplementation for the Patient With Major Torso Trauma","TERMINATED",
"U01HD040364","NCT00179777","TRIGR - Primary Prevention Study for Type 1 Diabetes in Children at Risk","COMPLETED",
"R01MH066866","NCT00179894","Improving Attention Deficit Hyperactivity Disorder Treatment Adherence and Outcome in Primary Care Settings","COMPLETED",
"R01HL061912","NCT00181155","Intravenous Allopurinol in Heart Failure","COMPLETED",
"R01HL061912","NCT00181259","Magnetic Resonance Spectroscopy Studies of Cardiac Muscle Metabolism","RECRUITING",
"R01DA018297","NCT00182572","Science-Based Treatment for Opioid-Dependent Adolescents","UNKNOWN STATUS",
"P30CA013330","NCT00182767","Ixabepilone and Liposomal Doxorubicin in Advanced Ovarian Cancer","COMPLETED",
"R01AG019147","NCT00183001","Effect of Vitamin K on Age-Related Bone Loss and Vascular Calcification","COMPLETED",
"R01AA012154","NCT00183144","A Therapeutic Workplace for Alcohol Dependence","COMPLETED",
"R01AA012113","NCT00183209","Interventions for HIV+ Mothers With Problem Drinking","COMPLETED",
"R01MH066033","NCT00183352","Reproductive Function and Mood in Women With Bipolar Disorder","COMPLETED",
"P20MH068662","NCT00183469","Maintenance Treatment of Bipolar Depression","COMPLETED",
"R01MH100258","NCT00183482","Family Cognitive Behavioral Therapy for Preventing Depression in Children","ACTIVE, NOT RECRUITING",
"R01MH070620","NCT00183586","Comparing the Effectiveness of Three Types of Therapy for the Treatment of Anorexia Nervosa in Adolescents","COMPLETED",
"K23MH065599","NCT00183703","Understanding Treatment Adherence Among Individuals With Rapid Cycling Bipolar Disorder","COMPLETED",
"R01MH063051","NCT00183781","Effectiveness of a Telephone Intervention Program in Improving Depression, Coping, and Family Functioning in HIV-Infected Individuals and Caregivers","COMPLETED",
"R01HL062224","NCT00185770","Reducing Television Viewing to Prevent Childhood Obesity","COMPLETED",
"R03MH063643","NCT00186030","Reducing Risk and Trauma-Related Stress in Persons Living With HIV","TERMINATED",
"P01CA049605","NCT00186628","Phase 2 Trial of Prophylactic Rituximab Therapy for Prevention of CGVHD","COMPLETED",
"P50HL056385","NCT00187499","Effect of an Inhaled Corticosteroid on Airway Gene Expression in Asthma","COMPLETED",
"R21MH059661","NCT00187772","Child-Parent Psychotherapy for Preschooler Witnesses of Domestic Violence Program","COMPLETED",
"R01HL044253","NCT00189228","Immune Dysfunction in Allergic Asthma","COMPLETED",
"R01DA015999","NCT00192569","Australian Trial in Acute Hepatitis C","COMPLETED",
"R01HL065953","NCT00192660","HIV Infection And Metabolic Abnormalities Protocol 1 (HAMA001)","COMPLETED",
"P01AI030731","NCT00194415","A Study of HSV Testing Among Pregnant Women","TERMINATED",
"R01HS013384","NCT00194584","Childhood Chronic Illness: An Educational Program for Parents of Children With On-Going Health Care Needs","COMPLETED",
"K01NR008506","NCT00194805","Telehealth for Diabetes Self-Management","COMPLETED",
"K23MH069784","NCT00194948","Treatment Choices for Improving Adherence and Outcome","COMPLETED",
"R21DE023941","NCT00200486","Molecular and Genomic Profiling of Head and Neck Tumors","RECRUITING",
"R01AT001930","NCT00200720","Effectiveness of a Low Carbohydrate Diet Versus a High Carbohydrate Diet in Promoting Weight Loss and Improved Health","COMPLETED",
"R21AT002073","NCT00200759","Drug Interactions and Bioavailability of Cranberry","COMPLETED",
"R01AT000486","NCT00200824","Effects of Soy Compounds on Breast Cancer, Prostate Cancer, and Bone Health","COMPLETED",
"U10HL074204","NCT00200967","Asthma Clinical Research Network (ACRN) Trial - Long-Acting Beta Agonist Response by Genotype (LARGE)","COMPLETED",
"U10HL074208","NCT00200967","Asthma Clinical Research Network (ACRN) Trial - Long-Acting Beta Agonist Response by Genotype (LARGE)","COMPLETED",
"R01HL076592","NCT00201071","Asthma Surveillance and Education in Preschool Settings","COMPLETED",
"U01HL069249","NCT00201240","Acute Myeloid Leukemia T Cell Depletion to Improve Transplants in Adults With Acute Myeloid Leukemia (BMT CTN 0303)","COMPLETED",
"U01HL069294","NCT00201240","Acute Myeloid Leukemia T Cell Depletion to Improve Transplants in Adults With Acute Myeloid Leukemia (BMT CTN 0303)","COMPLETED",
"U01HL069315","NCT00201240","Acute Myeloid Leukemia T Cell Depletion to Improve Transplants in Adults With Acute Myeloid Leukemia (BMT CTN 0303)","COMPLETED",
"U01HL069348","NCT00201240","Acute Myeloid Leukemia T Cell Depletion to Improve Transplants in Adults With Acute Myeloid Leukemia (BMT CTN 0303)","COMPLETED",
"U01MH066687","NCT00203749","Community Mobilization, Mobile Testing, Same-Day Results, and Post-Test Support for HIV in Sub-Saharan Africa and Thailand","COMPLETED",
"U01MH066702","NCT00203749","Community Mobilization, Mobile Testing, Same-Day Results, and Post-Test Support for HIV in Sub-Saharan Africa and Thailand","COMPLETED",
"R01HL080072","NCT00204828","T Regulatory and Childhood Asthma","COMPLETED",
"P01HS010859","NCT00211666","Improving Hypertension Control in East and Central Harlem","COMPLETED",
"U10CA027469","NCT00217633","Pelvic Exenteration in Treating Patients With Recurrent Cervical Cancer","COMPLETED",
"R01HL081307","NCT00217867","Educational and Supportive Interventions to Prevent Cardiopulmonary Rehospitalization","COMPLETED",
"P50HL074024","NCT00217880","Significance of Biological Markers in Patients With Acute Lung Injury/Acute Respiratory Disease","COMPLETED",
"R01DA013759","NCT00218192","A Trial to Reduce Hepatitis C Among Injection Drug Users - 1","COMPLETED",
"K24DA016264","NCT00218322","Effectiveness of ATMX in Treating Adolescents With ADHD and SUD","COMPLETED",
"R01DA016555","NCT00218335","A Network & Dyad HIV Prevention Intervention for IDU's - 1","COMPLETED",
"R21DA019236","NCT00218504","Responses to Marijuana-Related Cues Versus Neutral Cues in Adults Taking Tetrahydrocannabinol (THC) - 2","COMPLETED",
"R01DA015801","NCT00218569","Combined Treatment for Cocaine-Alcohol Dependence - 1","COMPLETED",
"R01MH073425","NCT00218712","Specialized Cognitive-Behavioral Counseling Intervention to Reduce HIV Transmission Risk Behavior in HIV-Infected Men","COMPLETED",
"R01NR004340","NCT00218790","The Effects of Cool Dialysate on the Sleep/Wake Cycle in Patients on Chronic Hemodialysis - 'The Sleep Cool Study'","COMPLETED",
"R01HL074098","NCT00219674","At-Home Automated External Defibrillator (AED) Training Study","COMPLETED",
"R01MH059807","NCT00222235","Adjunctive Treatment for Decreasing Symptoms of Schizophrenia","COMPLETED",
"F31NR007343","NCT00222703","Enhancing Tobacco Abstinence Following Hospitalization","COMPLETED",
"R01DK060555","NCT00222885","Multi-Tracer PET Quantitation of Insulin Action in Muscle (Phase 1, Phase 2, Phase 3, Phase 4)","COMPLETED",
"R21AA013435","NCT00223444","Clinical-Genetic Variation in GABA/Alcohol Sensitivity","COMPLETED",
"R01DA012191","NCT00223626","Topiramate to Reduce Cocaine Dependence","COMPLETED",
"U01HL069294","NCT00224874","Treatment for Acute Graft-Versus-Host Disease (BMT CTN 0302)","COMPLETED",
"R01NR004766","NCT00226681","Nurses Helping Sudden Cardiac Arrest Survivors Recover After Getting An Implantable Cardioverter Defibrillator (ICD)","COMPLETED",
"R01AA013307","NCT00226694","Alcohol and Gender Effects on Stress Circuit Function","COMPLETED",
"R01MH047226","NCT00226928","Psychosocial Treatment for Improving Chances of Survival in Women With Breast Cancer","COMPLETED",
"U10CA021115","NCT00227591","Lenalidomide and Prednisone in Treating Patients With Myelofibrosis","COMPLETED",
"R01DA018851","NCT00227890","Skills and Motivation at the Rhode Island Training School (Project SMART) - 1","COMPLETED",
"K23MH066978","NCT00227942","Estrogen for Treating Depression in Menopausal Women With Hot Flashes and Insomnia","COMPLETED",
"K23MH064975","NCT00228046","Medication Strategies for Treating Aggressive Behavior in Youth With Attention Deficit Hyperactivity Disorder","COMPLETED",
"R01HL019278","NCT00230165","The Genetics and Functional Basis of Inherited Platelet, White Blood Cell, Red Blood Cell, and Blood Clotting Disorders.","RECRUITING",
"R01AT001521","NCT00230737","Effects of Melatonin on Insomnia Symptoms in Older Adults","COMPLETED",
"R01MH067687","NCT00231933","Culturally Responsive Person-Centered Care for Psychosis","COMPLETED",
"R01HL078566","NCT00233220","Blood Pressure Control in African Americans","COMPLETED",
"U01HL072072","NCT00233246","Fresh-Frozen Plasma Infusions to Reduce Risk of Bleeding Related to Invasive Procedures","WITHDRAWN",
"U01HL072248","NCT00233246","Fresh-Frozen Plasma Infusions to Reduce Risk of Bleeding Related to Invasive Procedures","WITHDRAWN",
"U01HL072355","NCT00233246","Fresh-Frozen Plasma Infusions to Reduce Risk of Bleeding Related to Invasive Procedures","WITHDRAWN",
"U01HL072359","NCT00233246","Fresh-Frozen Plasma Infusions to Reduce Risk of Bleeding Related to Invasive Procedures","WITHDRAWN",
"M01RR000750","NCT00233324","Surfactant Positive Airway Pressure and Pulse Oximetry Trial","COMPLETED",
"U10HD027904","NCT00233324","Surfactant Positive Airway Pressure and Pulse Oximetry Trial","COMPLETED",
"U10HD053124","NCT00233324","Surfactant Positive Airway Pressure and Pulse Oximetry Trial","COMPLETED",
"U01NS054630","NCT00235495","Albumin in Acute Ischemic Stroke Trial","TERMINATED",
"M01RR000082","NCT00235573","Evaluation of Holotranscobalamin as an Indicator of Vitamin B12 Absorption","COMPLETED",
"R18DK065787","NCT00237094","Use of Midlevel Providers in Diabetes Management","COMPLETED",
"U54HD061221","NCT00237315","Longitudinal Study of Urea Cycle Disorders","RECRUITING",
"P30CA006973","NCT00238368","Fludeoxyglucose F 18 Positron Emission Tomography in Predicting Risk of Relapse in Patients With Non-Hodgkin's Lymphoma Who Are Undergoing Combination Chemotherapy With or Without Autologous Stem Cell or Bone Marrow Transplant","COMPLETED",
"P30CA069533","NCT00238433","Busulfan, Melphalan, and Thiotepa in Treating Patients Who Are Undergoing an Autologous Stem Cell Transplant for Hodgkin's or Non-Hodgkin's Lymphoma","COMPLETED",
"R01MH054257","NCT00239837","Prevention Program for Problem Behaviors in Girls in Foster Care","COMPLETED",
"R01HL080665","NCT00241774","Coronary Heart Disease Incidence: Depression & Inflammation Risk","COMPLETED",
"U01HL077150","NCT00241826","Prospective Investigation of Pulmonary Embolism Diagnosis III","COMPLETED",
"U01HL081593","NCT00241826","Prospective Investigation of Pulmonary Embolism Diagnosis III","COMPLETED",
"U01HL081594","NCT00241826","Prospective Investigation of Pulmonary Embolism Diagnosis III","COMPLETED",
"R01HL082638","NCT00241904","Reducing Total Cardiovascular Risk in an Urban Community","COMPLETED",
"P30CA006973","NCT00242996","Rituximab, Cyclophosphamide, and G-CSF Followed By Combination Chemotherapy in Treating Patients Who Are Undergoing Autologous Stem Cell Transplant Followed By Rituximab and GM-CSF for Refractory Diffuse Large B-Cell Lymphoma","COMPLETED",
"R21CA107277","NCT00243022","Dietary, Herbal and Alternative Medicine in Glioblastoma Multiforme","TERMINATED",
"P30CA022453","NCT00243048","Isoflavones and Radiation Therapy in Treating Patients With Localized Prostate Cancer","COMPLETED",
"P50AT000477","NCT00244907","Isoflavones for Promoting Calcium Absorption and Preventing Bone Loss in Post Menopausal Women","COMPLETED",
"P30CA022453","NCT00244946","Combination Chemotherapy Followed By Autologous Stem Cell Transplant, and White Blood Cell Infusions in Treating Patients With Non-Hodgkin's Lymphoma","COMPLETED",
"P30CA008748","NCT00245102","Sorafenib in Treating Patients With Metastatic, Locally Advanced, or Recurrent Sarcoma","COMPLETED",
