"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"R34HL107613","NCT02091648","A Pilot Stress Management Intervention Study for High Risk Children With Asthma","COMPLETED",
"K23NR014008","NCT02092844","Cognitive Behavioral Therapy for Insomnia and Nocturnal Hot Flashes in Menopause","COMPLETED",
"P30CA016672","NCT02093546","Biospecimen Collection in Assessing the Effect of Trametinib With or Without Uprosertib on Biomarkers in Patients With Persistent or Recurrent Endometrial Cancer Enrolled on Trial GOG02290","COMPLETED",
"P30CA022453","NCT02094872","Molecularly Targeted Therapy in Treating Patients With BRAF Wild-type Melanoma That is Metastatic","COMPLETED",
"P30CA014520","NCT02096783","Scripted Sexual Health Informational Intervention in Improving Sexual Function in Patients With Gynecologic Cancer","COMPLETED",
"U10CA098543","NCT02097134","Intra-arterial Melphalan in Treating Younger Patients With Unilateral Retinoblastoma","ACTIVE, NOT RECRUITING",
"U01HL133996","NCT02098863","Sickle Cell Clinical Research and Intervention Program","RECRUITING",
"R34MH101236","NCT02100982","Improving Communication About Patient Priorities in Multimorbidity","COMPLETED",
"K24DK083772","NCT02101723","Effect of Sprinkles With and w/o Fe on Zn Absorption in Kenyan Toddlers","COMPLETED",
"UM1CA186644","NCT02101775","Gemcitabine Hydrochloride With or Without WEE1 Inhibitor MK-1775 in Treating Patients With Recurrent Ovarian, Primary Peritoneal, or Fallopian Tube Cancer","ACTIVE, NOT RECRUITING",
"U10CA180868","NCT02101788","Trametinib in Treating Patients With Recurrent or Progressive Low-Grade Ovarian Cancer or Peritoneal Cavity Cancer","ACTIVE, NOT RECRUITING",
"R21NR012513","NCT02102958","Nonvisual Foot Examination for People With Diabetes and Visual Impairment","COMPLETED",
"R01AA021855","NCT02106754","Alcohol Screening & Brief Lntervention in Juvenile Justice: Filling the Gap","COMPLETED",
"UM1HL116885","NCT02106975","Vitamin C Infusion for Treatment in Sepsis Induced Acute Lung Injury","COMPLETED",
"K07CA133187","NCT02107105","Evaluation of Quality of Life and Utilities Following Surgical Treatment of Stage I-IV Rectal Cancer","RECRUITING",
"UG1CA189961","NCT02107443","Improving Communication in Older Cancer Patients and Their Caregivers","COMPLETED",
"P30CA043703","NCT02108587","Optical Coherence Tomography in Staging Patients With Upper Tract Urothelial Cancer","WITHDRAWN",
"R01DK020495","NCT02109094","Investigating Markers of Energy Metabolism in Pregnant Women With Insulin Resistance","COMPLETED",
"U01CA121947","NCT02109224","Ibrutinib in Treating Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma in Patients With HIV Infection","TERMINATED",
"R03CA181907","NCT02109367","Diagnostic Utility of Culdocentesis in Patients With a Suspicious Adnexal Mass","ACTIVE, NOT RECRUITING",
"P30CA012197","NCT02109809","Low-Dose Total Lymphoid Irradiation in Treating Patients With Refractory Chronic Graft-versus-Host Disease After Donor Stem Cell Transplant","TERMINATED",
"U10DA013034","NCT02110693","The Tobacco, Alcohol, Prescription Medication and Other Substances Tool","COMPLETED",
"U01NS077179","NCT02110706","BeatMG: Phase II Trial of Rituximab In Myasthenia Gravis","COMPLETED",
"R01AI020565","NCT02111772","Evaluating the Asthmatic Response to an Experimental Infection With Rhinovirus in the Atopic","COMPLETED",
"UH3NS088731","NCT02113592","Pain Program for Active Coping & Training","COMPLETED",
"R34DA031063","NCT02116179","DVD-based HIV/HCV Prevention Intervention for Drug-Involved Latino Criminal Justice Clients","COMPLETED",
"R01AI103228","NCT02118090","Assessment of Plasmodium Vivax Chloroquine Resistance in Cambodia:","COMPLETED",
"P01CA065493","NCT02118311","Treg Cells for AGVHD in Non-myeloablative UCB Transplant","WITHDRAWN",
"R34MH095362","NCT02118948","Development of a Novel HIV Risk Reduction Intervention for Abused Women","COMPLETED",
"P01CA055791","NCT02119728","Photodynamic Therapy With HPPH in Treating Patients With Squamous Cell Carcinoma of the Oral Cavity","WITHDRAWN",
"R21AA026681","NCT02120365","Rapid Determination Of The Clinical Utility Of Perampanel For The Treatment Of Alcohol Dependence","RECRUITING",
"UL1TR001082","NCT02122198","Vascular Mechanisms for the Effects of Loss of Ovarian Hormone Function on Cognition in Women","COMPLETED",
"P30CA015083","NCT02123511","Acetylcysteine Rinse in Reducing Saliva Thickness and Mucositis in Patients With Head and Neck Cancer Undergoing Radiation Therapy","COMPLETED",
"U24CA209837","NCT02124902","Neoadjuvant Treatment of Triple Negative Breast Cancer Patients With Docetaxel and Carboplatin to Assess Anti-tumor Activity","TERMINATED",
"R43NS077652","NCT02125383","ParkinStim: Transcranial Direct Current Stimulation for Parkinson's Disease","COMPLETED",
"R44AG044293","NCT02125825","Ambulatory Parkinson's Disease Dyskinesia Monitor for Drug Therapy Titration","COMPLETED",
"P30CA015083","NCT02126527","Auranofin and Sirolimus in Treating Patients With Advanced Solid Tumors or Recurrent Non-Small Cell Lung Cancer","WITHDRAWN",
"P30CA016672","NCT02126553","Lenalidomide in Treating Patients With High Risk Acute Myeloid Leukemia in Remission","RECRUITING",
"R24HS022434","NCT02127658","MRSA Eradication and Decolonization in Children","UNKNOWN STATUS",
"R01HL112299","NCT02127671","Intervention Trial to Decrease Cardiovascular Risk in Persons With Serious Mental Illness","COMPLETED",
"U10EY022879","NCT02128763","Dry Eye Assessment and Management Study","COMPLETED",
"P30CA015704","NCT02129075","A Vaccine (CDX-1401) With or Without a Biologic Drug (CDX-301) for the Treatment of Patients With Stage IIB-IV Melanoma","COMPLETED",
"U01CA154967","NCT02129075","A Vaccine (CDX-1401) With or Without a Biologic Drug (CDX-301) for the Treatment of Patients With Stage IIB-IV Melanoma","COMPLETED",
"P30CA043703","NCT02129582","Targeted Marrow Irradiation, Fludarabine Phosphate, and Busulfan Before Donor Progenitor Cell Transplant in Treating Patients With Hematologic Malignancies","ACTIVE, NOT RECRUITING",
"R01HD073572","NCT02130232","Appropriate Gestational Weight Gain in Overweight/Obese Women","COMPLETED",
"R01DA033609","NCT02130921","Enhancing the Role of Commune Health Workers in HIV and Drug Control: A Randomized Controlled Trial","COMPLETED",
"UL1TR000064","NCT02132091","Practicality of Intermittent Fasting and Its Effect on Markers of Aging and Oxidative Stress","COMPLETED",
"UL1TR000058","NCT02132780","Autonomic Dysfunction in Non-Alcoholic Fatty Liver Disease","COMPLETED",
"UM1CA137443","NCT02133183","Sapanisertib Before and After Surgery in Treating Patients With Recurrent Glioblastoma","ACTIVE, NOT RECRUITING",
"U19AI057229","NCT02133781","B-cell Immunity to Influenza (SLVP017)- Year 1, 2009","COMPLETED",
"R01HL132448","NCT02133885","Study 2: Effect of Minocycline Treatment on Drug-Resistant Hypertensive Patients","NOT YET RECRUITING",
"U01HL112711","NCT02134717","Impact of Chemokine Receptor 5 (CCR5) Inhibition on Sarcoidosis Immunophenotypes","TERMINATED",
"U01CA121947","NCT02134886","Erlotinib Hydrochloride in Treating Non-Small Cell Lung Cancer That is Metastatic or Cannot be Removed by Surgery in Patients With HIV Infection","TERMINATED",
"U10CA032102","NCT02134912","S1300: Pemetrexed Disodium With or Without Crizotinib in Treating Patients With Stage IV Non-Small Cell Lung Cancer That Has Progressed After Crizotinib","TERMINATED",
"U10CA180868","NCT02135042","Individualized Treatment in Treating Patients With Stage II-IVB Nasopharyngeal Cancer Based on EBV DNA","RECRUITING",
"U01CA121947","NCT02135419","Topical or Ablative Treatment in Preventing Anal Cancer in Patients With HIV and Anal High-Grade Squamous Intraepithelial Lesions","ACTIVE, NOT RECRUITING",
"P30CA016672","NCT02135874","Clofarabine, Idarubicin, Cytarabine, Vincristine Sulfate, and Dexamethasone in Treating Patients With Newly Diagnosed or Relapsed Mixed Phenotype Acute Leukemia","RECRUITING",
"R00MH090243","NCT02136212","Positive Emotional Processing: Exploring Novel Treatment Targets in Social Phobia","COMPLETED",
"K23HL116641","NCT02136810","Perioperative Blood Pressures and Chronic Hypertension","COMPLETED",
"R01DK099334","NCT02137070","The WISE (Weightloss Intervention Surgical Effects) Brain Study","RECRUITING",
"KL2TR001429","NCT02137122","Neuromodulation of Cognition in Older Adults","RECRUITING",
"U01CA172027","NCT02137759","MRSI to Predict Response to RT/TMZ ± Belinostat in GBM","ACTIVE, NOT RECRUITING",
"R01HL117736","NCT02137902","Healing and Empowering Alaskan Lives Towards Healthy-Hearts Study","COMPLETED",
"R01HL117037","NCT02139436","Hybrid-FES Exercise to Prevent Cardiovascular Declines in Acute SCI","COMPLETED",
"U54DA031659","NCT02139930","Project 2: Strategies for Reducing Nicotine Content in Cigarettes","COMPLETED",
"UM1AI068616","NCT02140255","Very Early Intensive Treatment of HIV-Infected Infants to Achieve HIV Remission","RECRUITING",
"P60AA003510","NCT02143037","CM Treatment for Alcohol Dependence Using New Technology","COMPLETED",
"UM1CA186686","NCT02143401","Navitoclax and Sorafenib Tosylate in Treating Patients With Relapsed or Refractory Solid Tumors","ACTIVE, NOT RECRUITING",
"U10CA180888","NCT02143414","Blinatumomab and Combination Chemotherapy or Dasatinib, Prednisone, and Blinatumomab in Treating Older Patients With Acute Lymphoblastic Leukemia","ACTIVE, NOT RECRUITING",
"U10CA180821","NCT02143726","Sorafenib Tosylate With or Without Everolimus in Treating Patients With Advanced, Radioactive Iodine Refractory Hurthle Cell Thyroid Cancer","ACTIVE, NOT RECRUITING",
"P30CA072720","NCT02144675","Choline Magnesium Trisalicylate and Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia","COMPLETED",
"R01AG046401","NCT02145949","Mechanistic Approach to Preventing Atrophy and Restoring Function in Older Adults","UNKNOWN STATUS",
"R01NR008044","NCT02146287","Preterm Infants: Light Effects on Health and Development","COMPLETED",
"R21DA036818","NCT02152033","Home-based Continuing Care for Young Adults Leaving Residential Substance Abuse Treatment","COMPLETED",
"P50CA108961","NCT02152982","Temozolomide With or Without Veliparib in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","ACTIVE, NOT RECRUITING",
"R01CA184724","NCT02152995","Trametinib in Increasing Tumoral Iodine Incorporation in Patients With Recurrent or Metastatic Thyroid Cancer","ACTIVE, NOT RECRUITING",
"P30CA033572","NCT02153580","Cellular Immunotherapy Following Chemotherapy in Treating Patients With Recurrent Non-Hodgkin Lymphomas, Chronic Lymphocytic Leukemia, or B-Cell Prolymphocytic Leukemia","ACTIVE, NOT RECRUITING",
"ZIAHD000641","NCT02153983","Effects of Colchicine in Non-Diabetic Adults With Metabolic Syndrome","COMPLETED",
"R34MH101282","NCT02155608","Trigeminal Nerve Stimulation for ADHD","COMPLETED",
"UM1AI068636","NCT02155985","Modulation of Immune Activation by Aspirin","COMPLETED",
"R34MH084673","NCT02156622","CID 0911 - Adaptation of A Depression Treatment Intervention for HIV Patients in Cameroon","COMPLETED",
"P30CA016672","NCT02156739","Contrast-enhanced MRI in Detecting Benign and Malignant Liver Lesions","RECRUITING",
"P30CA015083","NCT02158520","Nab-Paclitaxel and Bevacizumab or Ipilimumab as First-Line Therapy in Treating Patients With Stage IV Melanoma That Cannot Be Removed by Surgery","COMPLETED",
"U01CA062461","NCT02159989","Sapanisertib and Ziv-Aflibercept in Treating Patients With Recurrent Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery","ACTIVE, NOT RECRUITING",
"U10EY023558","NCT02161380","Safety Study of an Adeno-associated Virus Vector for Gene Therapy of Leber's Hereditary Optic Neuropathy","ACTIVE, NOT RECRUITING",
"R01HL096119","NCT02163408","3D Multi-Contrast Atherosclerosis Characterization of the Carotid Artery","RECRUITING",
"R01HD076313","NCT02163434","Comparison of Gabapentin and Metoclopramide for Treating Hyperemesis Gravidarum","COMPLETED",
"P01HD059454","NCT02163447","Reducing the Burden of Malaria in HIV-uninfected Pregnant Women and Infants","COMPLETED",
"UM1AI068619","NCT02165202","Phase II Safety and Acceptability of an Investigational Injectable Product, TMC278LA, for Pre-Exposure Prophylaxis","COMPLETED",
"P30CA012197","NCT02166255","APN401 in Treating Patients With Melanoma, Kidney Cancer, Pancreatic Cancer, or Other Solid Tumors That Are Metastatic or Cannot Be Removed By Surgery","COMPLETED",
"P30CA124435","NCT02166983","Cognitive Enhancement Program in Improving Cognitive Function in Breast Cancer Survivors","WITHDRAWN",
"R21MH102193","NCT02167828","Increasing Social Support to Improve HIV Care Engagement and Adherence in St. Petersburg, Russia","COMPLETED",
"R21NR012763","NCT02168465","Internet Self-Management for People With Intermittent Urinary Catheters","COMPLETED",
"U01NS080840","NCT02168842","Efficacy of Isradipine in Early Parkinson Disease","COMPLETED",
"P30CA014520","NCT02169284","Erlotinib Hydrochloride in Treating Patients With Bladder Cancer Undergoing Surgery","TERMINATED",
"R34MH101250","NCT02170051","Improving Negative Symptoms of Psychosis In Real-world Environments","COMPLETED",
"R01MH095613","NCT02170246","Analysis of Telmisartan Administered With Antiretroviral Therapy (ART) in Patients With Acute HIV Infection","COMPLETED",
"R01MH104141","NCT02170246","Analysis of Telmisartan Administered With Antiretroviral Therapy (ART) in Patients With Acute HIV Infection","COMPLETED",
"R01DK094863","NCT02175732","Reducing Distress And Improving Glycemic Control In Adults With Type 1 Diabetes","COMPLETED",
"R01MH100482","NCT02176226","IntelliCare: Artificial Intelligence in a Mobile Intervention for Depression and Anxiety (AIM)","COMPLETED",
"P60MD006912","NCT02176915","Trial of Fresh Start Weight Loss Intervention in WIC Participants","COMPLETED",
"U10CA098543","NCT02176967","Response and Biology-Based Risk Factor-Guided Therapy in Treating Younger Patients With Non-high Risk Neuroblastoma","RECRUITING",
"U10CA180886","NCT02176967","Response and Biology-Based Risk Factor-Guided Therapy in Treating Younger Patients With Non-high Risk Neuroblastoma","RECRUITING",
"R21EY023720","NCT02177669","Test-Retest Variability of Quick Contrast Sensitivity Function Testing","COMPLETED",
"U10CA180888","NCT02177695","S1314, Co-expression Extrapolation (COXEN) Program to Predict Chemotherapy Response in Patients With Bladder Cancer","ACTIVE, NOT RECRUITING",
"U10CA180886","NCT02180867","Radiation Therapy With or Without Combination Chemotherapy or Pazopanib Before Surgery in Treating Patients With Newly Diagnosed Non-rhabdomyosarcoma Soft Tissue Sarcomas That Can Be Removed by Surgery","ACTIVE, NOT RECRUITING",
"R01ES013611","NCT02183753","Effects of Wood Smoke Particles on Influenza-induced Nasal Inflammation in Normal Volunteers","COMPLETED",
"R01HL118541","NCT02183818","Integrative-omics of the Disordered COPD Small Airway Epithelium","COMPLETED",
"R03DA035347","NCT02184104","Caffeine Disposition After Inhalation","COMPLETED",
"U10CA180868","NCT02186847","Chemotherapy and Radiation Therapy With or Without Metformin Hydrochloride in Treating Patients With Stage III Non-small Cell Lung Cancer","ACTIVE, NOT RECRUITING",
"R34AA022400","NCT02187887","Online Program for Young Adult Veteran Drinkers","COMPLETED",
"UM1CA186686","NCT02188264","Selumetinib and Cyclosporine in Treating Patients With Advanced Solid Tumors or Advanced or Metastatic Colorectal Cancer","ACTIVE, NOT RECRUITING",
"UM1CA186688","NCT02188264","Selumetinib and Cyclosporine in Treating Patients With Advanced Solid Tumors or Advanced or Metastatic Colorectal Cancer","ACTIVE, NOT RECRUITING",
"UM1CA186690","NCT02188264","Selumetinib and Cyclosporine in Treating Patients With Advanced Solid Tumors or Advanced or Metastatic Colorectal Cancer","ACTIVE, NOT RECRUITING",
"K23MH096936","NCT02188485","Social Connections and Late Life Suicide","COMPLETED",
"U01AI110658","NCT02188719","Donor-Alloantigen-Reactive Regulatory T Cell (darTregs) in Liver Transplantation","TERMINATED",
"P20MD000182","NCT02189876","Females of African American Legacy Empowering Self (FemAALES)","COMPLETED",
"R21DA035629","NCT02190643","Improving Nicotine Patch Adherence Among Latino HIV-Positive Smokers","COMPLETED",
"R01MH102229","NCT02190968","Reducing Residual Depressive Symptoms With Web-based Mindful Mood Balance","COMPLETED",
"R01NS052274","NCT02191488","ALA-induced PpIX Fluorescence During Brain Tumor Resection","ACTIVE, NOT RECRUITING",
"R21DK098556","NCT02192905","Feasibility Trial of a Problem-Solving Weight Loss Mobile Application","COMPLETED",
"R01CA154364","NCT02193009","SipSmarter: A Nutrition Literacy Approach to Reducing Sugary Beverages","COMPLETED",
"U10CA180830","NCT02193282","Erlotinib Hydrochloride in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been Completely Removed by Surgery (An ALCHEMIST Treatment Trial)","ACTIVE, NOT RECRUITING",
"P30CA086862","NCT02194413","Effects of Healing Touch on Patients Undergoing Hematopoietic Stem Cell Transplant","COMPLETED",
"U10CA180821","NCT02194738","Genetic Testing in Screening Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been or Will Be Removed by Surgery (The ALCHEMIST Screening Trial)","RECRUITING",
"U10CA180820","NCT02194829","Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Gemcitabine Hydrochloride With or Without WEE1 Inhibitor MK-1775 in Treating Patients With Previously Untreated Pancreatic Cancer That Is Metastatic or Cannot Be Removed by Surgery","ACTIVE, NOT RECRUITING",
"R01MH100332","NCT02195193","Integrating Depression Care in Acute Coronary Syndromes Care in China","COMPLETED",
"R44HD039566","NCT02195362","[Trial of device that is not approved or cleared by the U.S. FDA]","WITHHELD",
"R34DA031973","NCT02195570","Contingency Management for Smoking Cessation in Pregnant Minority Women","WITHDRAWN",
"R56AG023686","NCT02196051","Basic Research Study to Examine the Relation Between Muscle Insulin Resistance and Lipid Production in the Liver.","COMPLETED",
"R18HL112737","NCT02197845","Enhancing Use of Hydroxyurea In Sickle Cell Disease Using Patient Navigators","COMPLETED",
"R01HD065029","NCT02198417","Metformin Treatment in Polycystic Ovary Syndrome (PCOS)","UNKNOWN STATUS",
"R01CA181357","NCT02198690","Trial of a Mammography Decision Aid for Women Aged 75 and Older","ACTIVE, NOT RECRUITING",
"R01AI110478","NCT02199977","Innovative Public-private Partnership to Target Subsidized Antimalarials in the Retail Sector","COMPLETED",
"U10EY011751","NCT02200211","Study of Binocular Computer Activities for Treatment of Amblyopia","COMPLETED",
"R44NS053116","NCT02200523","Self Abrading Rapidly Applied Electrode Validation","COMPLETED",
"U10CA021115","NCT02201992","Crizotinib in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been Removed by Surgery and ALK Fusion Mutations (An ALCHEMIST Treatment Trial)","UNKNOWN STATUS",
"R01DK091923","NCT02202590","Using Spectrally Encoded Confocal Microscopy (SECM) to Image the Esophagus","ACTIVE, NOT RECRUITING",
"R01CA103769","NCT02204566","OFDI Capsule Imaging in Patients With Atrial Fibrillation Undergone Radio Frequency (RF) Ablation","COMPLETED",
"U54CA153460","NCT02205749","Preferred Consent Models for Secondary Uses of Biospecimens Among Diverse Women","COMPLETED",
"U10CA180868","NCT02206334","Stereotactic Body Radiation Therapy in Treating Patients With Metastatic Breast Cancer, Non-small Cell Lung Cancer, or Prostate Cancer","ACTIVE, NOT RECRUITING",
"P30CA015704","NCT02207062","Ibrutinib in Treating Patients With Relapsed or Refractory Transformed Indolent B-cell Non-Hodgkin Lymphoma","ACTIVE, NOT RECRUITING",
"KL2TR001438","NCT02207556","Doxycycline to Upgrade Organ Response in Light Chain (AL) Amyloidosis Trial","COMPLETED",
"R21TW009746","NCT02207803","A Culturally Sensitive Intervention for TBI Caregivers in Latin America","COMPLETED",
"P30CA016672","NCT02210078","Donor Cytomegalovirus-Specific Cytotoxic T-Lymphocytes in Treating Patients With a Persistent Cytomegalovirus Infection","RECRUITING",
"P30CA016672","NCT02210117","Nivolumab With or Without Bevacizumab or Ipilimumab Before Surgery in Treating Patients With Metastatic Kidney Cancer That Can Be Removed by Surgery","UNKNOWN STATUS",
"R01DA030988","NCT02210195","Pharmacological Treatment of Comorbid Alcohol and Marijuana Withdrawal and Dependence","COMPLETED",
"P30CA014599","NCT02213913","Lenalidomide and Combination Chemotherapy (DA-EPOCH-R) in Treating Patients With MYC-Associated B-Cell Lymphomas","ACTIVE, NOT RECRUITING",
"UH3TR000958","NCT02217527","Test of Novel Drug for Smoking Cessation","COMPLETED",
"R34DA037886","NCT02218281","Developing a Smartphone App With Mindfulness Training for Teen Smoking Cessation","COMPLETED",
"R01HD070792","NCT02221219","Effects of Delayed Cord Clamp and/or Indomethacin on Preterm Infant Brain Injury","COMPLETED",
"UF1AG046148","NCT02221622","Allopregnanolone for Mild Cognitive Impairment Due to Alzheimer's Disease or Mild AD","COMPLETED",
"R34MH096544","NCT02223130","Addressing Discrimination and Mistrust Among Black Men: Phase III","COMPLETED",
"R01AT005956","NCT02224183","Yoga vs. Education for Veterans With Chronic Low Back Pain","COMPLETED",
"P30CA015704","NCT02226497","Telemonitoring Device in Managing Outpatient Care of Patients With Myelodysplastic Syndrome or Acute Myeloid Leukemia After Intensive Chemotherapy","TERMINATED",
"P30CA015704","NCT02227199","Brentuximab Vedotin, Ifosfamide, Carboplatin, and Etoposide in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma","ACTIVE, NOT RECRUITING",
"R01AA021735","NCT02227589","Treatment for Teens With Alcohol Abuse and Depression","COMPLETED",
"U01CA062399","NCT02227901","Tipifarnib, Radiation Therapy, and Temozolomide in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","COMPLETED",
"UG1CA189823","NCT02229539","Doxepin and a Topical Rinse in the Treatment of Acute Oral Mucositis Pain in Patients Receiving Radiotherapy With or Without Chemotherapy","COMPLETED",
"U10HL098115","NCT02230332","Alendronate to Prevent Loss of Bronchoprotection in Asthma","COMPLETED",
"R34AT008319","NCT02230722","Improving Opioid Safety in Veterans Using Collaborative Care and Decision Support","COMPLETED",
"P30CA012197","NCT02232152","CPI-613 and Fluorouracil in Treating Patients With Metastatic Colorectal Cancer That Cannot Be Removed by Surgery","ACTIVE, NOT RECRUITING",
"R21HL087831","NCT02232204","Sleep and Ventricular Arrhythmias Study","COMPLETED",
"DP3DK101120","NCT02234947","Pancreas Volume in Preclinical Type 1 Diabetes","ACTIVE, NOT RECRUITING",
"R01GM041935","NCT02235233","Effect of Non-Alcoholic Steatohepatitis (NASH) on the Pharmacokinetics of 99mTechnetium-Mebrofenin","COMPLETED",
"P30CA060553","NCT02237183","Iloprost in Preventing Lung Cancer in Former Smokers","ACTIVE, NOT RECRUITING",
"P30CA014089","NCT02237612","Diffusion-Weighted MRI in Staging Patients With Localized Prostate Cancer","COMPLETED",
"R01HL125049","NCT02238327","Longitudinal Evaluation of HIV-associated Lung Disease Phenotypes","COMPLETED",
"P30MH085943","NCT02239367","Depression Decision Aid: Feasibility Pilot","COMPLETED",
"R01ES022583","NCT02240069","Wood Smoke Interventions in Native American Populations","COMPLETED",
"P30CA060553","NCT02242097","Ibrutinib After Intensive Induction in Treating Patients With Previously Untreated Mantle Cell Lymphoma","ACTIVE, NOT RECRUITING",
"R34DK102091","NCT02243072","Home-Based Interventions for Adolescents With Type 1 Diabetes","COMPLETED",
"P30CA015704","NCT02243579","Pembrolizumab in Treating Patients With Relapsed or Refractory Stage IB-IVB Mycosis Fungoides or Sezary Syndrome","COMPLETED",
"R34MH105247","NCT02245607","Compensatory Cognitive Training in Clinical High Risk Latino Youth","ACTIVE, NOT RECRUITING",
"R01HL119453","NCT02246413","Research Aimed at Improving Both Mood and Weight","COMPLETED",
"F31MH096375","NCT02247206","VoIP Delivered Behavior Therapy for Tourette Syndrome","COMPLETED",
"P30CA012197","NCT02248597","Donor Stem Cell Transplant Followed by Cyclophosphamide in Treating Patients With Hematological Diseases","ACTIVE, NOT RECRUITING",
"P30CA014089","NCT02250378","Stereotactic Radiosurgery Followed by Wedge Resection in Treating Patients With Early Stage Peripheral Non-small Cell Lung Cancer","WITHDRAWN",
"P30CA014089","NCT02250404","Molecular Signatures of Relapse in Tissue Samples From Patients With Small Cell Lung Cancer Who Are Receiving Cisplatin and Etoposide","WITHDRAWN",
"R01MD009164","NCT02251834","Hispanic Secondary Stroke Prevention Initiative","COMPLETED",
"K23DA035297","NCT02252068","Study of Treatment for Opioid Dependence and Anxiety Disorders","COMPLETED",
"I01CX000982","NCT02252081","Metformin in Kidney Disease","COMPLETED",
"R01MH091057","NCT02254733","Assertive Community Treatment With CBT and SST for Schizophrenia","COMPLETED",
"K12HD001441","NCT02255175","Perimenopausal Effects of Estradiol on Reward Responsiveness","COMPLETED",
"U10EY023208","NCT02255474","Bifocal Lenses In Nearsighted Kids","COMPLETED",
"R01CA174851","NCT02256137","A Longitudinal Assessment of Frailty in Young Adult Survivors of Childhood Cancer","ACTIVE, NOT RECRUITING",
"U10CA180868","NCT02257528","Nivolumab in Treating Patients With Persistent, Recurrent, or Metastatic Cervical Cancer","ACTIVE, NOT RECRUITING",
"U01DK099877","NCT02258074","The COMBINE Study: The CKD Optimal Management With BInders and NicotinamidE","COMPLETED",
"P30CA014599","NCT02258659","Nab-paclitaxel and Carboplatin Followed by Response-Based Local Therapy in Treating Patients With Stage III or IV HPV-Related Oropharyngeal Cancer","ACTIVE, NOT RECRUITING",
"R34MH102666","NCT02259036","Using Smartphones to Enhance the Treatment of Childhood Anxiety","COMPLETED",
"UL1TR001082","NCT02259387","Adolescents With Migraine: What's Stress Got To Do With It?","COMPLETED",
"I01RX000825","NCT02260570","Remediation of Impaired Self-Regulation in Patients With Mild TBI","COMPLETED",
"U19AT006057","NCT02261259","Effects of Osteopathic Manipulative Treatment on Neuromuscular Control of the Head-neck System","COMPLETED",
"P01CA168585","NCT02263898","Intermittent LGX818 and MEK162 in Treating Patients With Metastatic Melanoma Who Have BRAFV600 Mutations","WITHDRAWN",
"R44MH092951","NCT02264327","Phase II Motivational Interviewing: An Experiential Online Training Tool","COMPLETED",
"K07CA172677","NCT02265354","Developing Smokers for Smoker (S4S): A Collective Intelligence Tailoring System","COMPLETED",
"R01MH103310","NCT02266134","Standardized Versus Tailored Implementation of Measurement Based Care for Depression","UNKNOWN STATUS",
"K24CA139052","NCT02267603","Pembrolizumab in Treating Patients With Advanced Merkel Cell Cancer","COMPLETED",
"U01CA114657","NCT02269033","Redes II National Patient Navigator Intervention Study","COMPLETED",
"R01HS021491","NCT02270450","S1316, Surgery or Non-Surgical Management in Treating Patients With Intra-Abdominal Cancer and Bowel Obstruction","COMPLETED",
"P30CA016059","NCT02270606","Phase I Study of Neoadjuvant Radiotherapy With 5-Fluorouracil for Rectal Cancer","COMPLETED",
"R01CA131451","NCT02272335","Facilitating Adjustment in Low Income Black Women With Breast Cancer","COMPLETED",
"U01HL077863","NCT02272465","Prehospital Resuscitation On Helicopter Study","COMPLETED",
"UM1CA186689","NCT02275533","Nivolumab in Eliminating Minimal Residual Disease and Preventing Relapse in Patients With Acute Myeloid Leukemia in Remission After Chemotherapy","ACTIVE, NOT RECRUITING",
"UM1CA186712","NCT02275533","Nivolumab in Eliminating Minimal Residual Disease and Preventing Relapse in Patients With Acute Myeloid Leukemia in Remission After Chemotherapy","ACTIVE, NOT RECRUITING",
"U54CA153511","NCT02275754","Redes III Patient Navigator Qol Study","COMPLETED",
"P50GM111152","NCT02276417","PICS: Subtitle Cardiac Dysfunction in Older Sepsis Survivors","RECRUITING",
"P30CA016672","NCT02276443","Molecular Testing and Imaging in Improving Response in Patients With Stage I-III Triple-Negative Breast Cancer Receiving Chemotherapy MDACC Breast Moonshot Initiative","RECRUITING",
"R01HL089619","NCT02276781","BRAVO: Biomarker Risk Assessment in Vulnerable Outpatients","COMPLETED",
"P30CA013330","NCT02277561","Voxel Based Diffusion Tensor Imaging in Predicting Response in Patients With Brain Metastases Undergoing Whole Brain Radiation Therapy or Stereotactic Radiosurgery","WITHDRAWN",
"R44HL117572","NCT02277613","A Phase 2 Trial of AMI MultiStem® Therapy in Subjects With Non-ST Elevation Acute Myocardial Infarction","TERMINATED",
"K23HL118152","NCT02277899","Primary Care, Communication, and Improving Children's Health","COMPLETED",
"I21RX001608","NCT02280304","Meditation in Veterans With PTSD and Mild TBI","COMPLETED",
"P30CA016056","NCT02287727","Regorafenib in Reducing Recurrence in Patients With Non-metastatic Rectal Cancer Who Have Completed Curative-Intent Treatment","WITHDRAWN",
