"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"R21AA025186","NCT03169244","Buproprion for Binge Drinking","COMPLETED",
"U10AA025286","NCT03169530","Moderate Alcohol and Cardiovascular Health Trial","TERMINATED",
"UL1TR001117","NCT03170258","Self-activation in Individuals With and Without Nicotine Dependence","RECRUITING",
"K23DA038717","NCT03174158","A Text Messaging Program for Smokers in Primary Care","COMPLETED",
"U01AA025476","NCT03175549","Medication Development in Alcoholism: Apremilast Versus Placebo","COMPLETED",
"U19HD089881","NCT03177512","LYNX: A Novel Mobile App to Support Linkage to HIV/STI Testing PrEP for Young Men Who Have Sex With Men","COMPLETED",
"R01HL096593","NCT03178396","Effects and Mechanisms of Melatonin on Blood Pressure, Insulin Resistance, and Platelets","COMPLETED",
"P30CA015083","NCT03179904","FASN Inhibitor TVB-2640 and Trastuzumab in Combination With Paclitaxel or Endocrine Therapy for the Treatment of HER2 Positive Metastatic Breast Cancer","RECRUITING",
"R03EB015955","NCT03180138","Enhancing Health Care Access With Cellular Technology","COMPLETED",
"R34MH103049","NCT03181022","The Tailored-Motivational Interviewing Project","COMPLETED",
"K12HD055931","NCT03181282","Physical Therapy and Deep Brain Stimulation in Parkinson Disease","COMPLETED",
"R01NS094257","NCT03181399","Diet Treatment Glucose Transporter Type 1 Deficiency (G1D)","ACTIVE, NOT RECRUITING",
"R01NR015737","NCT03182738","Video Information Provider for HIV-Associated Non-AIDS (VIP-HANA) Symptoms","COMPLETED",
"U54EB020404","NCT03184389","Sense2Stop:Mobile Sensor Data to Knowledge","COMPLETED",
"R01NR015444","NCT03185741","Regimen Education and Messaging in Diabetes (REMinD)","ACTIVE, NOT RECRUITING",
"P30CA014520","NCT03185871","Celecoxib Window of Opportunity Trial to Assess Tumor and Stroma Responses","WITHDRAWN",
"R21CA187500","NCT03186638","Low-Dose Ibuprofen in Improving Cognitive Impairment in Patients With Cancer","ACTIVE, NOT RECRUITING",
"U54DA031659","NCT03186911","The Impact of E-liquid Nicotine Content on Reinforcement in Current Smokers","WITHDRAWN",
"R01TW010286","NCT03187366","Schistosomiasis in Senegal","ACTIVE, NOT RECRUITING",
"R56HL128813","NCT03189134","Utilization of Confocal Microscopy During Cardiac Surgery","COMPLETED",
"R21NR015541","NCT03190460","Evaluating Technology-Based Fall Prevention Interventions","COMPLETED",
"R01MH112815","NCT03191058","Confirmatory Efficacy and Safety Trial of Magnetic Seizure Therapy for Depression","RECRUITING",
"K23NR016274","NCT03191630","Increasing Activity Post-Kidney Transplant With SystemCHANGE","COMPLETED",
"R01DC011020","NCT03192358","Physiological Flow of Liquids Used in Dysphagia Management","COMPLETED",
"P30CA016056","NCT03192397","Chemotherapy, Total Body Irradiation, and Post-Transplant Cyclophosphamide in Reducing Rates of Graft Versus Host Disease in Patients With Hematologic Malignancies Undergoing Donor Stem Cell Transplant","RECRUITING",
"R34DA042161","NCT03192995","Treatment With Lorcaserin for Cocaine Use: The TLC Study","TERMINATED",
"R01AR071338","NCT03193996","4DCT Imaging for Improved Diagnosis and Treatment of Wrist Ligament Injuries","ENROLLING BY INVITATION",
"P30CA015704","NCT03195010","Management of Platelet Transfusion Therapy in Patients With Blood Cancer or Treatment-Induced Thrombocytopenia","TERMINATED",
"R01NR016262","NCT03196024","Corazon de la Familia (Heart of the Family)","RECRUITING",
"P30CA015083","NCT03197506","Pembrolizumab and Standard Therapy in Treating Patients With Glioblastoma","RECRUITING",
"R01AG050672","NCT03199729","Aging and Mixed Perturbation Training to Reduce Falls in Locomotion","RECRUITING",
"UG1CA189955","NCT03206450","Biospecimen Analysis in Determining Effects of Chemotherapy on Fertility in Osteosarcoma Survivors","RECRUITING",
"UG3OD023288","NCT03206710","Vitamin C Supplementation to Pregnant Smokers: Follow-up of 2 Randomized Trials Plus Changes in DNA Methylation","RECRUITING",
"I01RX000180","NCT03208036","Restoration of Cognitive Function With TDCS and Training in Schizophrenia","COMPLETED",
"I01HX001839","NCT03208049","Predictors of Response to Insomnia Treatments for Gulf War Veterans","RECRUITING",
"R01CA200867","NCT03209440","Palliative Care for Elderly Outpatients","RECRUITING",
"P30CA016056","NCT03211416","Sorafenib Tosylate and Pembrolizumab in Treating Patients With Advanced or Metastatic Liver Cancer","RECRUITING",
"R01DK109913","NCT03211832","Disseminating Public Health Evidence to Support Prevention and Control of Diabetes Among Local Health Departments","COMPLETED",
"K23DA042326","NCT03212794","Initiating Substance Use Disorder Treatment for Hospitalized Opioid Use Disorder Patients.","COMPLETED",
"U10CA180886","NCT03213704","Larotrectinib in Treating Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphoma, or Histiocytic Disorders With NTRK Fusions (A Pediatric MATCH Treatment Trial)","RECRUITING",
"R01DA041298","NCT03214679","Accessible HCV Care Intervention for People Who Inject Illicit Drugs (PWID)","COMPLETED",
"R25DK096944","NCT03215641","Is it Helpful to Use Fitbits in a Family Based Weight Loss Program?","UNKNOWN STATUS",
"R01CA207446","NCT03217201","Systematic Light Exposure for Fatigue in Breast Cancer Patients","RECRUITING",
"P30CA016672","NCT03219502","rTMS in Improving Neuropathy in Patients With Stage I-IV Cancer Who Have Received Oxaliplatin Chemotherapy","RECRUITING",
"U10CA180821","NCT03220009","Nivolumab or Expectant Observation Following Ipilimumab, Nivolumab, and Surgery in Treating Patients With High Risk Localized, Locoregionally Advanced, or Recurrent Mucosal Melanoma","WITHDRAWN",
"P50DA009241","NCT03220581","A Psychotherapy Development Study for Internet Gaming","COMPLETED",
"P30CA016059","NCT03220854","SBRT + PD-1/PDL-1 Inhibiting Therapy for Advanced Solid Tumors After Dz Control on PD-1/PDL-1 Tx","COMPLETED",
"I21RX002180","NCT03221751","Prazosin and CSF Biomarkers in mTBI","ACTIVE, NOT RECRUITING",
"R01MH113748","NCT03222570","An Adaptive Algorithm-Based Approach to Treatment for Adolescent Depression","RECRUITING",
"R01CA193478","NCT03223753","Web-Based Physical Activity Intervention in Improving Long Term Health in Children and Adolescents With Cancer","ACTIVE, NOT RECRUITING",
"P30CA036727","NCT03226418","Integrating Geriatric Assessment and Genetic Profiling to Personalize Therapy Selection in Older Adults With Acute Myeloid Leukemia","RECRUITING",
"R01DK110771","NCT03226821","Body Composition and Adipose Tissue in HIV","RECRUITING",
"R34DA038799","NCT03229447","Facilitating MAT Acceptance & Implementation in Problem Solving & Felony Courts","UNKNOWN STATUS",
"R01HL134905","NCT03229499","Pulmonary Hypertension and Anastrozole Trial","ACTIVE, NOT RECRUITING",
"U01TR001803","NCT03229538","STeroids to REduce Systemic Inflammation After Infant Heart Surgery","ACTIVE, NOT RECRUITING",
"P30CA015083","NCT03233347","Doxorubicin, Vinblastine, Dacarbazine, Brentuximab Vedotin, and Nivolumab in Treating Patients With Stage I-II Hodgkin Lymphoma","RECRUITING",
"P30CA069533","NCT03234309","Ferumoxytol in Magnetic Resonance Imaging of Pediatric Patients With Brain Tumors","RECRUITING",
"R34MH111536","NCT03234608","Health System Integration of Tools to Improve Primary Care for Autistic Adults","COMPLETED",
"R01MH110051","NCT03235518","A Combination HIV Prevention Strategy for Young Women at Risk for HIV","COMPLETED",
"R21MH110814","NCT03236766","Engaging Pacific Islander Perspectives on Mental Illness and Mental Health Services","WITHDRAWN",
"P30CA015083","NCT03237390","Ribociclib and Gemcitabine Hydrochloride in Treating Patients With Advanced or Metastatic Solid Tumors","ACTIVE, NOT RECRUITING",
"K01MH107310","NCT03237871","The EMERGE Project: Feasibility of Assessing Economic and Sexual Risk Behaviors Using Text Messages in Young Adults","COMPLETED",
"U01AA021995","NCT03238586","HIV/AIDS & Alcohol-Related Outcomes: Translational Evidence-Based Interventions","COMPLETED",
"P50HD093074","NCT03242772","Impact of Combined Medication and Behavioral Treatment for ASD & ADHD","TERMINATED",
"R01MH101547","NCT03243084","Transcranial Alternating Current Stimulation in Back Pain- Pilot Sudy","COMPLETED",
"R01MH112633","NCT03243396","Building and Sustaining Interventions for Children: Task-sharing Mental Health Care in Low-resource Settings","ENROLLING BY INVITATION",
"R01DK124862","NCT03244722","Maternal Metabolic and Molecular Changes Induced by Preconception Weight Loss and Their Effects on Birth Outcomes","RECRUITING",
"P30CA016672","NCT03244995","Mind-Body Intervention in Glioma Couples","ACTIVE, NOT RECRUITING",
"R01AA025643","NCT03247647","Personal Values and Mandated Students","ACTIVE, NOT RECRUITING",
"UG1DA040317","NCT03248947","Buprenorphine Physician-Pharmacist Collaboration in the Management of Patients With Opioid Use Disorder: CTN 0075","COMPLETED",
"R03HD091892","NCT03249116","Assessing Mechanisms of Anxiety Reduction in Animal-assisted Interventions","COMPLETED",
"R01DA043578","NCT03249350","Enhancing Adolescent Substance Abuse Treatment","RECRUITING",
"R21TW010262","NCT03252288","mHealth-Assisted Conditional Cash Transfers to Improve Timeliness of Vaccinations","COMPLETED",
"P50HD055784","NCT03253081","Heterogeneity in ASD: Biological Mechanisms, Trajectories, and Treatment Response","RECRUITING",
"UM1CA186688","NCT03253679","AZD1775 in Treating Patients With Advanced Refractory Solid Tumors With CCNE1 Amplification","SUSPENDED",
"U10CA037403","NCT03253848","Simplified Patient Care Strategy in Decreasing Early Death in Patients With Acute Promyelocytic Leukemia","ACTIVE, NOT RECRUITING",
"R01CA206058","NCT03254433","Behavioral Activation for Smoking Cessation and the Prevention of Post-Cessation Weight Gain (Neuroimaging Supplement)","COMPLETED",
"P30CA072720","NCT03257163","Pembrolizumab, Capecitabine, and Radiation Therapy in Treating Patients With Mismatch-Repair Deficient and Epstein-Barr Virus Positive Gastric Cancer","RECRUITING",
"IK2RX002459","NCT03260127","Enhancement of PTSD Treatment With Computerized Executive Function Training","RECRUITING",
"P30CA069533","NCT03261180","Nestle Impact Advanced Recovery in Improving Surgery Recovery in Patients With Head and Neck Cancer","WITHDRAWN",
"R01CA206193","NCT03262662","EVarQuit: Extended Pre-quit Varenicline to Assist in Quitting Smoking","COMPLETED",
"U10HL069294","NCT03263559","Haploidentical Bone Marrow Transplantation in Sickle Cell Patients (BMTCTN1507)","RECRUITING",
"R21AT009124","NCT03264521","Patient Engagement Via Crowdsourcing","COMPLETED",
"P50MH113838","NCT03265210","A Behavioral Intervention for Depression and Chronic Pain in Primary Care","RECRUITING",
"R01AA024933","NCT03265808","Allogeneic HUman Mesenchymal Stem Cell InfusioN Versus Placebo in Subjects With Alcohol Use Disorder and Major DepreSsion.","ACTIVE, NOT RECRUITING",
"R01HD081179","NCT03265847","The weWomen and ourCircle Intervention for Immigrant, Refugee and Indigenous Women","COMPLETED",
"K23DK103911","NCT03266068","Epidemiology and Pathophysiology of Post-Infectious Functional GI Disorders","COMPLETED",
"U01GH000758","NCT03267407","Vietnam Cryptococcal Retention in Care Study - Version 2.1","UNKNOWN STATUS",
"R34AT008822","NCT03270943","The S.M.A.R.T. Project: Stress Management and Resilience Training for Teens","COMPLETED",
"R01DK109365","NCT03273049","Mapping Disease Pathways for Biliary Atresia","RECRUITING",
"R01CA167632","NCT03273712","Dosimetry-Guided, Peptide Receptor Radiotherapy (PRRT) With 90Y-DOTA- tyr3-Octreotide (90Y-DOTATOC)","UNKNOWN STATUS",
"R21CA218313","NCT03276559","Enhancing & Mobilizing the POtential for Wellness & Emotional Resilience Among Surrogate Decision-Makers of ICU Patients","RECRUITING",
"I01CX001449","NCT03277183","Frequent, Low-Dose Erythropoietin A Mechanistic Approach to Mitigate Adverse Cardiovascular Effects of Erythropoietin","TERMINATED",
"P2CHD086844","NCT03277521","Theta Burst Stimulation to Promote Motor Re-education in Tetraplegia","COMPLETED",
"UG1HD069010","NCT03278613","Neuromodulation for Accidental Bowel Leakage","COMPLETED",
"UL1GM118979","NCT03278951","Video Conferencing and In-person Health Coaching on Weight Loss, Physical Activity, and Metabolic Control","COMPLETED",
"P30CA016672","NCT03282396","Ibrutinib in Treating Participants With Untreated High Risk Smoldering Mantle Cell Lymphoma","RECRUITING",
"R01AG055422","NCT03282916","Anti-viral Therapy in Alzheimer's Disease","ACTIVE, NOT RECRUITING",
"UM1CA186689","NCT03284385","Testing AZD1775 in Advanced Solid Tumors That Have a Mutation Called SETD2","ACTIVE, NOT RECRUITING",
"K23HL141640","NCT03287336","Prevention of Postpartum Hemorrhage With Tranexamic Acid","ACTIVE, NOT RECRUITING",
"KL2TR001877","NCT03287336","Prevention of Postpartum Hemorrhage With Tranexamic Acid","ACTIVE, NOT RECRUITING",
"UL1TR001876","NCT03287336","Prevention of Postpartum Hemorrhage With Tranexamic Acid","ACTIVE, NOT RECRUITING",
"R01HD089939","NCT03291496","Microfluidic Assessment of Clinical Outcomes in Preterm Newborns","RECRUITING",
"R01HD059802","NCT03292692","Empirically-Based Couple Interventions on the Web: Serving the Underserved","COMPLETED",
"R21AG054810","NCT03292705","Applying a Person-Centered Approach to Enhance Cognitive Training in Senior Living Community Residents With Mild Cognitive Impairment","COMPLETED",
"I50HX002263","NCT03296280","Evaluation of Implementation of a National Point-of-Care Ultrasound Training Program","COMPLETED",
"R01HD087119","NCT03297216","Improving Pregnancy Outcomes With Progesterone","COMPLETED",
"U01AI126610","NCT03300648","Treating Brain Swelling in Pediatric Cerebral Malaria","RECRUITING",
"R01DK112955","NCT03301038","Rifampin in CYP24A1-related Hypercalcemia and Hypercalciuria","RECRUITING",
"R01AG053675","NCT03301116","Promoting Seniors' Health With Home Care Aides","ACTIVE, NOT RECRUITING",
"K23DK109401","NCT03301740","Ultrafiltration Profiling and Outcomes Among Individuals on Maintenance Hemodialysis","COMPLETED",
"U01CA189283","NCT03303846","Combined Breast MRI and Biomarker Strategies in Identifying High-risk Breast Cancer Patients","RECRUITING",
"P30CA016058","NCT03307044","Fractional CO2 Laser Therapy for Survivors of Breast Malignancies","ACTIVE, NOT RECRUITING",
"UL1TR000135","NCT03307330","A Cross-sectional Study Examining Adipose Tissue in Obstructive Sleep Apnea","RECRUITING",
"R01HL134809","NCT03307343","Effect of Reducing Sedentary Behavior on Blood Pressure","RECRUITING",
"R34MH111342","NCT03308097","A Mobile Intervention to Improve Uptake of PrEP for Southern Black MSM","COMPLETED",
"UM1CA186691","NCT03309878","Mogamulizumab and Pembrolizumab in Treating Patients With Relapsed or Refractory Diffuse Large B Cell Lymphoma","ACTIVE, NOT RECRUITING",
"K23EY025273","NCT03312257","Bifocal & Atropine in Myopia (BAM) Study","COMPLETED",
"R01AI130398","NCT03312699","Effects of Aging on Primary and Secondary Vaccine Responses in a 15-Year Longitudinal Cohort","ACTIVE, NOT RECRUITING",
"U24HD089880","NCT03313310","ATN 151 Work-to-Prevent: Employment as HIV Prevention","COMPLETED",
"R01CA204271","NCT03313492","Modifying Young Adult Skin Cancer Risk and Protective Behaviors","COMPLETED",
"K23HD084727","NCT03314233","Delayed Cord Clamping for Congenital Diaphragmatic Hernia","COMPLETED",
"R01ES019217","NCT03314987","Nucleophilic Defense Against PM Toxicity (NEAT Trial)","RECRUITING",
"UM1CA186709","NCT03317392","Testing the Safety of Different Doses of Olaparib Given Radium-223 for Men With Advanced Prostate Cancer With Bone Metastasis","RECRUITING",
"R01HL138633","NCT03317977","Translating an Efficacious Illness Management Intervention for Youth With Asthma","ACTIVE, NOT RECRUITING",
"UM1CA186717","NCT03321643","Atezolizumab, Gemcitabine, Oxaliplatin, and Rituximab in Treating Patients With Relapsed or Refractory Transformed Diffuse Large B-Cell Lymphoma","RECRUITING",
"R41AG057239","NCT03323008","E-training of Inmate Peer Caregivers for Enhancing Geriatric and End-of-life Care in Prisons","COMPLETED",
"P30AI060354","NCT03324009","2-stage Cervical Cancer Screening in Botswana","COMPLETED",
"P30CA015083","NCT03324802","Hypofractionated Radiation Therapy in Preventing Recurrence in Patients With Breast Cancer After Surgery","ACTIVE, NOT RECRUITING",
"R01DA038875","NCT03325595","Single Ascending Dose to Study the Safety, Tolerability, PK and PD Effects of AEF0117","COMPLETED",
"P20NR016605","NCT03332537","Precision Pain Self-Management in Young Adults With Irritable Bowel Syndrome","COMPLETED",
"P30CA016056","NCT03333486","Fludarabine Phosphate, Cyclophosphamide, Total Body Irradiation, and Donor Stem Cell Transplant in Treating Patients With Blood Cancer","RECRUITING",
"U10EY011751","NCT03334253","Low-Dose Atropine for Treatment of Myopia","ACTIVE, NOT RECRUITING",
"UG1EY028088","NCT03335072","Kebele Elimination of Trachoma for Ocular Health","RECRUITING",
"R21AT009470","NCT03336710","Perspective on Thoughts and Feelings as a Predictor of Psychological Well-being in Daily Life, in a Community Sample","COMPLETED",
"U01DA045366","NCT03336866","Study of Antibody for Methamphetamine Outpatient Therapy","COMPLETED",
"R21DK112741","NCT03337139","FitLink: Improving Weight Loss Maintenance by Using Digital Data to Provide Support and Accountability","COMPLETED",
"R01CA215188","NCT03337399","Stepped Palliative Care Versus Early Integrated Palliative Care in Patients With Advanced Lung Cancer","RECRUITING",
"P50CA180907","NCT03339206","Enhancing Source Credibility in Tobacco Regulatory Communications","COMPLETED",
"R01HL131823","NCT03340233","Understanding the Mechanisms of Diastolic Dysfunction","WITHDRAWN",
"R34MH115777","NCT03340428","Post-release Retention in HIV Care for Ex-inmates in South Africa","COMPLETED",
"U54MD000538","NCT03340454","Patient-Centered Cancer Prevention In Chinese Americans","RECRUITING",
"UG1HD027904","NCT03340727","Moderately Preterm Infants With Caffeine at Home for Apnea (MoCHA) Trial","RECRUITING",
"UG1HD040492","NCT03340727","Moderately Preterm Infants With Caffeine at Home for Apnea (MoCHA) Trial","RECRUITING",
"UG1HD068244","NCT03340727","Moderately Preterm Infants With Caffeine at Home for Apnea (MoCHA) Trial","RECRUITING",
"U10EY011751","NCT03342235","Excimer Laser Surgery for Anisometropic Amblyopia","WITHDRAWN",
"R03DK118215","NCT03342742","Daily Caloric Restriction and Intermittent Fasting in Overweight and Obese Adults With Autosomal Dominant Polycystic Kidney Disease","COMPLETED",
"R21AG057982","NCT03342989","Speed of Processing Training for Cognitive Deficits After Delirium in Older Adults","TERMINATED",
"R01CA218657","NCT03343093","Restore: Improving Sexual Outcomes of Gay and Bisexual Prostate Cancer Survivors","ACTIVE, NOT RECRUITING",
"P30CA014089","NCT03344211","Enzalutamide With or Without Radium Ra 223 Dichloride in Patients With Metastatic, Castration-Resistant Prostate Cancer","RECRUITING",
"U01DA040647","NCT03344419","Glutamatergic Modulation to Facilitate the Behavioral Treatment of Cocaine Use Disorders","RECRUITING",
"R44CA224658","NCT03344796","UV Exposure Assessed With Wearable Sensor and Sun Protection","COMPLETED",
"U01HL133996","NCT03344900","Re-Aiming at Hydroxyurea Adherence for Sickle Cell With mHealth","COMPLETED",
"R01DA042070","NCT03345173","Facilitating Rapid Naltrexone Initiation","RECRUITING",
"R29NS032009","NCT03347955","Double-blind Placebo Surgery Trial for Treatment of Parkinson's Disease","COMPLETED",
"U10CA180868","NCT03348631","Tazemetostat in Treating Patients With Recurrent Ovarian or Endometrial Cancer","RECRUITING",
"P30MH097488","NCT03348813","HIV/STI Prevention Among Black Adolescents With Mental Illnesses (Project GOLD)","COMPLETED",
"R01AG054454","NCT03350906","Enhancing Adaptations to Exercise","COMPLETED",
"UL1RR024150","NCT03350906","Enhancing Adaptations to Exercise","COMPLETED",
"R01MH112432","NCT03351556","Optimizing the Efficiency and Implementation of Cash Transfers to Improve Adherence to Antiretroviral Therapy","SUSPENDED",
"R01DK093920","NCT03353220","Predictors of Lorcaserin-Induced Weight Loss","TERMINATED",
"UH2DA041713","NCT03353649","Applying Novel Technologies and Methods to Inform the Ontology of Self-Regulation: Binge Eating and Smoking","COMPLETED",
"R01DK101984","NCT03353792","Using an Artificial Pancreas System in Older Adult Type 1 Diabetes Mellitus Patients","RECRUITING",
"P30CA014089","NCT03353896","NovoTTF-200A Device in Treating Patients With Newly Diagnosed High Risk Oligodendroglioma","WITHDRAWN",
"P30CA093373","NCT03359460","Ibrutinib and Lenalidomide in Treating Patients With Myelodysplastic Syndrome","COMPLETED",
"R21AG054876","NCT03359902","Treatment of Mild Cognitive Impairment With Transcutaneous Vagal Nerve Stimulation","RECRUITING",
"K08CA230185","NCT03360695","Bridge: Proactive Psychiatry Consultation and Case Management for Patients With Cancer","ACTIVE, NOT RECRUITING",
"R01AA022301","NCT03361384","Alcohol and Implicit Process in Sexual Risk Behavior in MSM","COMPLETED",
"U10HD036801","NCT03364491","Tranexamic Acid for the Prevention of Obstetrical Hemorrhage After Cesarean","COMPLETED",
"UG1HD027915","NCT03364491","Tranexamic Acid for the Prevention of Obstetrical Hemorrhage After Cesarean","COMPLETED",
"UG1HD040485","NCT03364491","Tranexamic Acid for the Prevention of Obstetrical Hemorrhage After Cesarean","COMPLETED",
"UG1HD040512","NCT03364491","Tranexamic Acid for the Prevention of Obstetrical Hemorrhage After Cesarean","COMPLETED",
"U10CA180888","NCT03365882","S1613, Trastuzumab and Pertuzumab or Cetuximab and Irinotecan Hydrochloride in Treating Patients With Locally Advanced or Metastatic HER2/Neu Amplified Colorectal Cancer That Cannot Be Removed by Surgery","RECRUITING",
"P30CA023074","NCT03365895","Diffusion Tensor Imaging in Predicting Development of Chemotherapy Induced Peripheral Neuropathy in Patients With Breast Cancer (CIPN)","COMPLETED",
"UC4DK108483","NCT03368937","A Pilot Test of t:Slim X2 With Control-IQ Technology","COMPLETED",
"R01DA043122","NCT03369249","Health and Justice: A Continuum of Care for HIV and SU for Justice-Involved Young Adults (PHASE 2)","ACTIVE, NOT RECRUITING",
"P20GM103645","NCT03370783","Acute Neuroimmune Effects of Alcohol Using Free Water Imaging","COMPLETED",
"DP5OD019894","NCT03371186","Implementing an Integrated RMNCH Intervention by Community Health Workers in Achham and Dolakha: National Pilot","UNKNOWN STATUS",
"R01DK072011","NCT03371368","Metabolism and Bariatric Surgery Study","RECRUITING",
"R03DK109243","NCT03372018","Promotora-Led Intervention for Metabolic and Mental Health","COMPLETED",
"R34MH111489","NCT03374072","Engaging Siblings of Adults With Autism in Future Planning","COMPLETED",
"P50CA180908","NCT03375840","Pictorial Warning Labels and Memory for Cigarette Health-risk Information Over Time","COMPLETED",
"R01MD011532","NCT03375918","COmmuNity-engaged SimULation Training for Blood Pressure Control","RECRUITING",
"R44DK107080","NCT03382015","Effect of BKR-013 on Average Daily Glucose Levels","COMPLETED",
"U54AI117804","NCT03382678","CEGIR 7807: Validation of Online Cohort of EGID Patients Enrolled in RDCRN CEGIR Contact Registry","COMPLETED",
"R01DK112930","NCT03382873","Augmented Care at Worksite for Diabetes Prevention","RECRUITING",
"R01HD080492","NCT03388398","Evaluation of the Population-level Impact of PMTCT Option B+ in Zimbabwe","UNKNOWN STATUS",
"R01AG055299","NCT03389100","Tau PET Imaging in the Northern Manhattan Study of Metabolism and Mind.","ENROLLING BY INVITATION",
"P30CA015704","NCT03389347","High Throughput Drug Sensitivity and Genomics Data in Developing Individualized Treatment in Patients With Relapsed or Refractory Multiple Myeloma or Plasma Cell Leukemia","RECRUITING",
"U19AI117673","NCT03389893","Effect of Dupilumab (Anti-IL4Rα) on the Host-Microbe Interface in Atopic Dermatitis","TERMINATED",
"UM2AI117870","NCT03389893","Effect of Dupilumab (Anti-IL4Rα) on the Host-Microbe Interface in Atopic Dermatitis","TERMINATED",
"P30CA016672","NCT03391869","Phase III Trial of (LCT) After Nivolumab and Ipilimumab","RECRUITING",
"P30CA014520","NCT03393741","Pharmacodynamic Biomarkers of Standard Anti-microtubule Drugs as Assessed by Early Tumor Biopsy","RECRUITING",
"K23DK110341","NCT03394456","Technology to Improve the Health of Resource-poor Hispanics With Diabetes","COMPLETED",
"UC4DK106993","NCT03396484","Methyldopa for Reduction of DQ8 Antigen Presentation in At-Risk Subjects for Type 1 Diabetes","WITHDRAWN",
"UH3DE025483","NCT03397589","Coordinated Oral Health Promotion (CO-OP) Chicago","COMPLETED",
"R01NS102176","NCT03399318","Aggressive Antipyretics for Fever Reduction in CNS Malaria","RECRUITING",
"P30CA015704","NCT03399773","Infusion of Expanded Cord Blood Cells in Addition to Single Cord Blood Transplant in Treating Patients With Acute Leukemia, Chronic Myeloid Leukemia, or Myelodysplastic Syndromes","RECRUITING",
"P50HL110787","NCT03399773","Infusion of Expanded Cord Blood Cells in Addition to Single Cord Blood Transplant in Treating Patients With Acute Leukemia, Chronic Myeloid Leukemia, or Myelodysplastic Syndromes","RECRUITING",
"P30CA015704","NCT03401853","Rituximab, Pembrolizumab, and Obinutuzumab in Treating Patients With Relapsed or Refractory Follicular Lymphoma or Diffuse Large B Cell Lymphoma","RECRUITING",
"P30CA023074","NCT03402230","Broccoli Sprout/Broccoli Seed Extract Supplement in Decreasing Toxicity in Heavy Smokers","ACTIVE, NOT RECRUITING",
"K01DK107782","NCT03403166","Metabolomics of the Dietary Approaches to Stop Hypertension (DASH) Dietary Pattern","COMPLETED",
"P30CA016672","NCT03404193","Venetoclax in Combination With Decitabine in r/r AML","RECRUITING",
"P30CA124435","NCT03405142","Panitumumab-IRDye800 Compared to Sentinel Node Biopsy and (Selective) Neck Dissection in Identifying Metastatic Lymph Nodes in Patients With Head&Neck Cancer","SUSPENDED",
"P30CA016672","NCT03407001","Contrast Enhanced Ultrasound With Lumason in Detecting Liver Cancer in Participants With Cirrhosis","COMPLETED",
"ZIAEB000073","NCT03407781","IRDye800CW-BBN PET-NIRF Imaging Guiding Surgery in Patients With Lower Grade Glioma","UNKNOWN STATUS",
"P30CA014089","NCT03412370","Questionnaires and Cognitive Assessments Following Mammography","TERMINATED",
"U01MD010627","NCT03413605","U01 CRC Project for Vietnamese Americans","COMPLETED",
"R01DK111436","NCT03414385","Effect of Exercise on Genes That Control Muscle Function","ACTIVE, NOT RECRUITING",
"R01MD012770","NCT03416010","Healthy Lifestyle Intervention for High-Risk Minority Pregnant Women","ACTIVE, NOT RECRUITING",
"UG1CA189974","NCT03418961","S1501 Carvedilol in Preventing Cardiac Toxicity in Patients With Metastatic HER-2-Positive Breast Cancer","RECRUITING",
"K02NS096058","NCT03419260","Electrographic Seizure Management and Neurobehavioral Outcomes in Critically Ill Children","RECRUITING",
"U54MD007600","NCT03419325","A Genomic Approach for Clopidogrel in Caribbean Hispanics","RECRUITING",
"R01DA042790","NCT03420313","Interim Buprenorphine Treatment to Bridge Waitlist Delays: Stage II Evaluation","UNKNOWN STATUS",
"R01GM121707","NCT03420469","Bupropion Stereoselective Disposition and CYP2D6-mediated Drug Interactions in Healthy Volunteers","COMPLETED",
"R01DA038442","NCT03421210","Effects of Smoking Environments on Brain Reactivity","COMPLETED",
"R01HG008045","NCT03421327","Genetic Risk: Whether, When, and How to Tell Adolescents","COMPLETED",
"K23DK078913","NCT03422380","Energy Expenditure and Weight Loss Maintenance","COMPLETED",
"T32HL007609","NCT03422471","Hypoglycemia and Autonomic Nervous System Function- B2","ACTIVE, NOT RECRUITING",
"P30CA023074","NCT03422536","Ficlatuzumab w/wo Cetuximab in Patients w/Cetuximab-Resistant, Recurrent or Metastatic Head/Neck Squamous Cell Carcinoma","ACTIVE, NOT RECRUITING",
"P30CA033572","NCT03422731","Multi-modality Imaging and Collection of Biospecimen Samples in Understanding Bone Marrow Changes in Patients With Acute Myeloid Leukemia Undergoing TBI and Chemotherapy","RECRUITING",
"K01HL123612","NCT03426644","Mobile Health Sleep and Growth Study 2","COMPLETED",
"U01HG007292","NCT03426878","Cancer Health Assessments Reaching Many","ACTIVE, NOT RECRUITING",
"R21MD011320","NCT03427528","Development, Feasibility and Acceptability of Fathers and Babies (FAB): A Pilot Study","UNKNOWN STATUS",
"R44DK104317","NCT03428295","Dose Safety Hybrid Closed Loop and Fully Automated Closed Loop Artificial Pancreas Device in CRC","SUSPENDED",
"UL1TR001102","NCT03429946","Hypoglycemia and Autonomic Nervous System Function-B","ACTIVE, NOT RECRUITING",
"R01DK116726","NCT03430310","Return of First-phase Insulin Secretion in Type 2 Diabetes is Associated With Depletion of Pancreas Lipid","RECRUITING",
